audio_file|text
D:\pro\koice\dataset\wavs\audio0000420.wav|ڈی ایل ایس ایس سائیم کوئیومن یلزن آتمز حت بیدو مزورو شرکت کر پروگرامز دورانائی مزورن حزب آجائی باپا چلاونی ایوان مختلف سکیمن مطلق زن کریدن
D:\pro\koice\dataset\wavs\audio0000421.wav|اخریر کرنوالی وکر مزور طبقہ ستائی کین سیٹیم گسن پنیان حقوقاً متعلق باقبہ روزہ انتہ گسن سرکارچن فلاحی سکی من ہوند پوری پور فائدہ تولید شیری ور مولیق ناموور
D:\pro\koice\dataset\wavs\audio0000422.wav|دینیت روحنی بزرگ پیرزادہ محمد یا یا شاہ سندس رحمت حق سب دن اس پیرچو دینیت سموجی ونجی منو دوخ باوان گمزد آئیال اس تیزیت کرمد تو ایسے چاہتے سے پیرزادہ محمد یا یا شاہ
D:\pro\koice\dataset\wavs\audio0000423.wav|ساپید یمریت نے تروہ میں تاریخ راہمتی ہاگتے تہند چوریم ی پگا شیری ورمولی تین دیس آبائی مقبرس پہ انجام دینا ناظرین نصیبات نوان کشرین
D:\pro\koice\dataset\wavs\audio0000424.wav|اور انہوں نے یہ بلیٹی ناند اس نیجازت آدھا
D:\pro\koice\dataset\wavs\audio0000425.wav|پیویش گوئیل سندھ اک سوشل میڈیا پوسٹ شیئر کران والوزیر از منزل سی ای ٹی اے سویت میلے بھارتکین کاملین کارخاندارن تلوکٹین سانت کارنسان واریان سیکٹرن پر تانوی بار
D:\pro\koice\dataset\wavs\audio0000426.wav|بازرن تام رسائی اندر وطواشر وزیر از من ون مزید زی ایمی محدث ایت میلی ٹیکنالوجی پیش وران خدمت زندگی اختیارات مزد اتواز بڑاون علاوہ ہنر من بھارتی انتی مدد
D:\pro\koice\dataset\wavs\audio0000427.wav|چے قبل زکر زی پیویش گوئے لن چھو ایک اس انگریز اقبار اسمز لیکن آمد اس مضمون اسمز ون موزی فری ٹریڈ ایگریمنٹ سویت بڑھن کار بھر موقع تا ایم سویت میلے وزیرا
D:\pro\koice\dataset\wavs\audio0000428.wav|ہم نریندر موڈی سندھ وکست بھارت زیادہ ساتھ جو کس نظریہ اس پوچھر لیفٹنیٹ گورنمنو سنہاں کو راز جویمی بگوٹی نگر بیس کیمپک دورت ہے سختہ تیشری امرنات جی
D:\pro\koice\dataset\wavs\audio0000429.wav|یا ترائی بابت صحولت زندہ خدمت انسام الجی انکر جمہو کشمیر پولیس فوج شرائن بورڈ تصویر انتظام یا کین حکمان صد خیال انہوں تبودل تمہوں ونز صرف بہن دوہن مزد
D:\pro\koice\dataset\wavs\audio0000430.wav|اللہ خود زیادہ یاد ریئن ہون پاویت رو گفائی ہندوز در شن اس پر خوشی با وانزی یاد ریئن باپت یاد را محفوظ بنان شتیم گوڑا ویڈیوان تمام شردالوان باپت ریجسٹریشن
D:\pro\koice\dataset\wavs\audio0000431.wav|قیامت سفر انتظام زبر پر یقینی بنانس پر زور اتھ موقع پر کر الجین یادتری انسیت کا دباث تباہ تیون پاپت محفوظ پرامن یادترائی ہزوامی
D:\pro\koice\dataset\wavs\audio0000432.wav|دوران چابرنا جی یادرہ نونون کینز ابرپر جہری آز ووت یادریہ نونون چودہیم قیفل پاہلگام نونون بیس کیمپ یتی آنانتناک پلسن تمان استقبال کریں
D:\pro\koice\dataset\wavs\audio0000433.wav|کیسو یاتریوں کے سلامتی ہیں انتظام یقینی بناونا تو یاترائی دوران تمن مدد فرام کرنا باپت انانتناک پولیس کی پیش ورانہ رولی کی تو مہمان نوازی ہیں
D:\pro\koice\dataset\wavs\audio0000434.wav|اوپرچہ بال تل ویتی تی امرنات یاترہ زبر پڑھ جائے ریت آج جو یاد تری انمس سٹھ ہی وستر اسلاب نیوان یاد تری جی انتظامیات شریع امرنات جی شرائن بوٹ طرف کرنا
D:\pro\koice\dataset\wavs\audio0000435.wav|انتظام پر سٹھا خوش میرا پہلی بار موقع ہے امرنا تیارہ پر آنے کا وہ پرشاشن کے انتظام بہت ہی جبردست ہیں بہت اچھے ہیں سبی طرح کی ویوستاں ہیں سبی کا سیوگ ہے یہاں پر
D:\pro\koice\dataset\wavs\audio0000436.wav|اور جتنے بھی لوگ ہمیں ملے یہاں کے جو بھی سروس دینے والے ہیں ان کا سپورٹ بھی کافی اچھا رہا ہے تو ہمارے لئے تو دبائی سے آ کر کے ابوداوی سے آ کر کے یہاں پر یاترہ کرنا
D:\pro\koice\dataset\wavs\audio0000437.wav|ایک مریکل ہے اور وہ سمپنہ ہوا بابا کی آشروات ہے ہم نے ایکسٹریملی امیزنگ ایکسپیرینس جس طرح سے کسی ویوستہ کی گئی تھی
D:\pro\koice\dataset\wavs\audio0000438.wav|گورنمنٹ نے جس طریقے سے سیکیورٹی ارینجمنٹس کیے ہیں اور سبھی نے جس طریقے سے پوری یاترہ کو آنڈل کیا ہے مزہ آ گیا ہم لوگ اتنی دور سے آئے ہیں لیکن یہ فیل نہیں ہوا
D:\pro\koice\dataset\wavs\audio0000439.wav|باقی کہیں پر بھی کوئی پاول نہیں خبر چجاری گوڑ رکوائی کی تجارتی وقف باپت وہاں وہی جو دل سے نکل آئے رشتہ وہی بھی جوڑ جو دل سے نکل آئے
D:\pro\koice\dataset\wavs\audio0000440.wav|دل سے جوڑا جائے دل سے ہی تو ہوتے ہیں ارادے چٹان سے دل سے ہی تو بنتے ہیں گھر خالی مکان سے اس لئے خائبر سیمنٹ کا سرہ سرہ
D:\pro\koice\dataset\wavs\audio0000441.wav|دل سے بنا ہے خائبر سیمنٹ دل سے بناو پیش باقی خبر اتر پردیش سے تولک تھا انویل ایک یاتری کنیہ کمارن رورل سکیٹس پر امر
D:\pro\koice\dataset\wavs\audio0000442.wav|ناتیات رہے ہوں سفر کامیابیسان مکمل کرموت ویتر گفائی پیٹھ واپس ین پتھ ون کنائیہ کمارن ڈی ڈی نیوزز بگوان شوہ سے زبردست عقیدت پاکتی اکین کین کوڑ دیمو یہ سفر سکیٹ اسپیٹ
D:\pro\koice\dataset\wavs\audio0000443.wav|کنیہ کمار سندھ ایمی تیکن لائق کارنامک تحریف کر باقی شردالوں تو مقیمی لوگوں تھی ویدورانچہ لیفٹرینٹ گورنر راجوری انہوں نے تحریر کی بیرو یادرہ نیشنل انوینٹری انٹینجر
D:\pro\koice\dataset\wavs\audio0000444.wav|ویل کلچرل ہیریٹیج آف انڈیا ہس مسجد مل کر نباپت راجوری ہندی ظلیل انتظامی ہاس تے کلچر قسمہ کمس مبارک پیش کرموت ایک اس سوشل میڈیا پوسٹس مسجد
D:\pro\koice\dataset\wavs\audio0000445.wav|گورنر ان یک قدم راجوری باپت فخر گر کرار دیوان مولمزی یہ تاکار پرزنت دیئے راجوری علاقے کے روحینی تصقافتی مول رسراو نصمت سٹھا مدد
D:\pro\koice\dataset\wavs\audio0000446.wav|قابل وزیر سکینہ یوتون کو آز پنیو چناؤ حلقے کے انہیں ڈی ایچ پورا وارپورٹ مرگبل علاقن ہوں دور کرت مقیمی لکن خاص کرت نوجوانوں سے ملاقات موبویزات موکس پر لکن ہی مسئلہ
D:\pro\koice\dataset\wavs\audio0000447.wav|گورسان تجھے تک یقین سے سہری جائز مطالبین مرحلوار طریقہ انزران دور درشنی وزید کات کران ون سکین ایتو ونزے وزیرالہ عمر عبداللہ سنجیز قیادت اس منشاہ ڈی ایچ پورا حسان
D:\pro\koice\dataset\wavs\audio0000448.wav|جمہو کشمیر اسم اس ترقیتی کامی جاری تیموونز سبزل اسپطال ایس ڈی ایم آفیس تا کینسن قدل انسان چھواری ہن پروجیکٹن پر کام جاری اہربل سیائی تی جائے ہن سکات کران
D:\pro\koice\dataset\wavs\audio0000449.wav|منسکین ایٹ ونزی کے جائے دوبارہ یل ترانو باپت چلیفنن گورنر اس استعدا کرنا آمد وامیر چیزی تیم تراونی جائے جلدی لوکن تے سولانن باپت یال
D:\pro\koice\dataset\wavs\audio0000450.wav|چیپ سیکریٹری آٹول ڈالون کر آج سری نگرے کے میٹنگ حصہ دارت یا تمہاری مرکزی سرکار طرف نفیس کرنا تین چون لیبر کورڈن ہوں
D:\pro\koice\dataset\wavs\audio0000451.wav|عمل آوری باپت محنت روزگار محکم چند تیاریاں سامحید تیمون سیم لیبر کورٹ شہ محنت کشن ہنزی بجائی سمجھ سلامتی در راونہ تکاربار سہل بناونے کیسے قائم یہ ہند
D:\pro\koice\dataset\wavs\audio0000452.wav|اس طریق اسم از غریر کرنے سے صلح کیا تھا وان تیمو بو اعتماد سے جیم لیبر کونون کارگر پویٹ پان نام نصیت میلی جمع کشمیر اسم از اقتصادی ترقی کامی کار کے صورتحال اسم از بہتری اندر
D:\pro\koice\dataset\wavs\audio0000453.wav|انت شہزر لیبر انتظامیات نظبت تھا کن لایک رول ادا کرنا سمجھتی مدد پارلیمنٹ میمبر آغی روح اللہ مہدین کر از انتناک زلی کس ویج بیر علاقہ
D:\pro\koice\dataset\wavs\audio0000454.wav|اسمز آویمی ریپٹ پروگرام اسم شرکت یا دوران دیمو مقامی لوگ انہیں مسئلہ مشکلات گور سان بوجھ پروگرام اسمز احسابی بیروکریٹ سجاد مفتید کے دوئیم سرکرد شخصی است موجود
D:\pro\koice\dataset\wavs\audio0000455.wav|پروگرام اس مسکر بارتی آداد اس مسکر لوگوں شرکت میں باقی معاملوں علاوہ ہارٹی کلچر سیکٹر اس مسکر بہتی مشکلیں پر کات کر آگر روح اللہ اندیت لوگوں یقین سے تہین مسئلین مطلق حکم سکتے ہیں
D:\pro\koice\dataset\wavs\audio0000456.wav|دور حلقیق اسمبلی بیمار گولا احمد میرن کا راز عویمی ریبت مہمتہ دور شہاباد حلقیقین ہلر چانگو منڈہ سادی وارت پولیہ گامن مز عویمی دربار منکد
D:\pro\koice\dataset\wavs\audio0000457.wav|دوران بوجھتے ممکنی لوگوں نے مسئلہ مطالب تجدوکتے میں یقین جائے تین مطالبیں گوڑا انواری انزراون ات موکس پر ہونتے موزے توہز آواز میں ان ذمہ داری تحت منک
D:\pro\koice\dataset\wavs\audio0000458.wav|کرنے واندیم عویمی دربارچے عویمی شرکت وطبع دینا شوط حکمرانی یقینی بنانا ترقیت منصوب عویمی ضرور سو مطابق ترتیب دنیچہ کوشش
D:\pro\koice\dataset\wavs\audio0000459.wav|پانپرک اسمبلی میمبر حسنین محسودین قراز پانپرک از بسمز نویز بلاغ دفترست سبزل اسپتال اسوزجار دنبابت مجاوز جائی ہندور تمنستیتوز دہی ترقی محکم ایک ڈیریک
D:\pro\koice\dataset\wavs\audio0000460.wav|پلوامک اے سی ڈی تا دوئیم احدادار تھی دور از دوران آئے زلز مزبلاک ڈیولیٹمنٹ ڈاپٹر پاپت نو جائے مقرر کرنے یلزن سبزل ہسپتال سوچ جار دین کیس پروجیکٹس دی سام ہیں
D:\pro\koice\dataset\wavs\audio0000461.wav|اتھ موقع سپردیوت حسنین محسود یعنی یقین سی تعمیری کا مکمل صفدن و پتھوائیت اللکن سٹھا آرام باگوانی محکم طرف آواز کاغپور پلوائیم کس گورنمنٹ ہائر سکتا ہے
D:\pro\koice\dataset\wavs\audio0000462.wav|سکول اسمز آئے کے دوہوک تربیتی پروگرام مناقض کرنے یا اسمبلی ممبر حسنین مسعودین شرکت کر پروگرام دوران آئے کومیون باگ بنی ہندو نوین طریقاں تے مختلف سرکار سکیمن متعلق
D:\pro\koice\dataset\wavs\audio0000463.wav|ایک زانگری فراہم کرنا آتھ موقع سپردون حسنیر مسعودین کومیلین نوین طریق پان نامنس پر زوردیوان سے تیم تلین محکم جو سکیم و نشفائی دے پلوامی کھٹی کلچر اپسرن کر تربیتی پروگرام
D:\pro\koice\dataset\wavs\audio0000464.wav|کامیابنان و باپت شریکا شکریہ
D:\pro\koice\dataset\wavs\audio0000465.wav|ہندس اجتماع تقریر کران دو جوائنٹ آویمی ایکشن کمیٹی ہند لیڈر سردار امان خان پاکستان سے الزام سے تیم چو خطت اس جبران کابز کرو موت تمہاں ونز پاکستان مقبوض
D:\pro\koice\dataset\wavs\audio0000466.wav|جمہو کشمیر شاہ قبض والا علاقہ نہ کتنا زول تیمو بھو یراد زید تحریک روز تو تام جاری یا تام نتیم کامیابی حاصل کرن تا ایمی باپت ہرگا مظاہر کرن والن پاننج
D:\pro\koice\dataset\wavs\audio0000467.wav|زودی چپی پینڈین تیم پیارن نہ بود ایس چی ریلی مزاہی پاکستان مخالف نارے دین یا مزاہی کرنوالی احتجاج جاری تاونوں یراد بود
D:\pro\koice\dataset\wavs\audio0000468.wav|جب کشمیر بی جے پی ہنچو پاکستان چے قبضہ واجنے کشیر مز اب تر سورہ ایتھالس پر زبردست شویش بومت سری نگر پارٹی دفتر اس پر ایک اس پریس کانفرنسی مز بولان دیت پارٹی ہن ریاستی تر
D:\pro\koice\dataset\wavs\audio0000469.wav|جمال منظور بڑھتے دانیش بٹن پاکستان چکا بزواجنے کشیر مز پا دے سپد مد انسانی بہران زبردست پریشان کرنے والد ناقابل کبور کائر تمہاں ونز زنانن تشور انسان
D:\pro\koice\dataset\wavs\audio0000470.wav|احتجاج کرن والن پر طاقت و بیوائی استعمال کرن جو انسان حقوق انہز سنگین خلافرزی تیموں چھے بین لقوی برادری انسان حقوق انہز ان عالمی تنظیم
D:\pro\koice\dataset\wavs\audio0000471.wav|زیمن تجمہوری ملکن اپیل کرمزی یمن خلاف ورزین گتے سام ہیں نیشنل کانفرنسک سینہ لیڈر تصحبیق وزیر مرہوم شیخ مصطفیٰ کامال سے جس فوت سب دن اس پر چھتے
D:\pro\koice\dataset\wavs\audio0000472.wav|زیادہ کرنے کے سلسلے لگاتار جاری آز جمع کشمی تل ادا کے مختلف زلو پر ینوالیو سی ایسی سبوں جی مذہبی طلق وابدو کر نیڈوز ہوتل ایمیر روڈ سین اگر پارٹی ہندیس صدر ڈاکٹر فارق عبداللہ
D:\pro\koice\dataset\wavs\audio0000473.wav|نائب صدر وزیراعلا عمر عبداللہ عبداللہ خاندان کے باقی لوگوں سے تویزیت مرہوم سے سوا بابتا دعا کرنا تویزیت کرنے والے مزید نیشنل کانفرنس سکسینے لیڈر
D:\pro\koice\dataset\wavs\audio0000474.wav|وزیر اسمبلی ممبر قانون ساز کانسلیق صحبیق ممبر مختلف سیاسی جمعہ زنہین لیڈر اپوشن لیڈر سموجی کارکن مذہبی لیڈر سیول سوسائٹی ممبر تزندگین دن مختلف شعبان سے توافست باقی لوگ دی موجود
D:\pro\koice\dataset\wavs\audio0000475.wav|کولگام کے زیل انتظامی طرفا و از فریصل بلاک اسموز آویمی ریب ت پروگرام مناکت کرنے یا مجتدار کولگامیک ڈیپیٹی کمیشنر شہزاد آلمان کر پروگرام اسموز کر آویمی نمائی دو ت مختلف مطابق
D:\pro\koice\dataset\wavs\audio0000476.wav|محکمہ اندر آپ سر و شرکت آتھ موقع پر تو لوگوں سڑکن جانا آپ ایک بجلی صحت آپ پشین مسئلہ ڈیپٹی کمیشنر نے دیت مطلق محکمہ فوری کاروائی ہی ہدایت
D:\pro\koice\dataset\wavs\audio0000477.wav|پتلتی مو بدرو کو لگائی میں نشا مکتبیان استاد اکیس والی بال مقابل اس دس بڑے پوچھے زلہ ترقیاتی کمیشنر اندو کمال چپنچو گریز اسمزگار زمداران پٹھ
D:\pro\koice\dataset\wavs\audio0000478.wav|چھوٹے تراملوں پر وارننگ دیوان ونموت سے ہرگازن چھوٹا سا اندبورہ دینے کے ان اصولاً ہنس خلاف ورزی کرنا آئے تلین کیمپنگ سائٹ تب باقی سا یہتی جائی بند کرنا گورنمنٹ ہائر سیکنڈری سکول
D:\pro\koice\dataset\wavs\audio0000479.wav|داور منقدر کرنا ہم تیس آئے کہ دو ایک اس ایکسٹینڈڈ پروڈیوسر ریسپانسیبلیٹی کنونشن اس تقریر کران ون تیموزی صحیحات اس پوشیر دین سویت سویت گیچے ماحول اس تیرے شروعات کرنی تیموزی
D:\pro\koice\dataset\wavs\audio0000480.wav|ونزی انتظامیہ ہنچے گریز اسمت سوٹ جمع کرنے باپت جائیں ہز نشاندی ہی کرمست نظر گزر چھ مزید سخت کر رہی وان تقریب مزکر زیل انتظامیہ فوجی کا اکتناو برگیڈن تے
D:\pro\koice\dataset\wavs\audio0000481.wav|تعلب علماء شرکت اکرس پٹاو پلاسٹک ویسٹ منیجمنٹ سنگل یوز پلاسٹک کو استعمال کرنے سان صفائی ہند باپت حلف تلنا جن کے لیک کنزرویشن اینڈ منیجمنٹ
D:\pro\koice\dataset\wavs\audio0000482.wav|ایتھارٹی ہن وائس چیرمن خرشید احمد شاہن ہیز از ڈالوک تفصیل موائن کریت اتھارٹی طرف دردست نین آمدن تحفظاتی بہولیتی تی دوئی من کامن ہندس پیش رفت سام تی مو کر ایسی
D:\pro\koice\dataset\wavs\audio0000483.wav|کیا ایسی سے پیٹھن نشات پڑاوستان با حلیتی تے خوبصورتی ہنزن کائمین ہنزن نگرینی تے مودیت از ابرون پارگیت اوبرائی گھاٹس سان دوئیمن جائن فوار پوری طور چالو کرنے کیا دائے
D:\pro\koice\dataset\wavs\audio0000484.wav|جمہ کشمیر پرائیوٹ سکول ایسوسیشنی ہندو نمائندو ون آز سری نگرے کیس پریس کانفرنس دوران سے پرائیوٹ سکول ایسوسیشنی ہندو نو کمیٹی چھے صدہ وحیر پاتھ جمہوری چناہو دے
D:\pro\koice\dataset\wavs\audio0000485.wav|اس تشکیل دینا آمد اسسوسیشنی ہیں صدران ون آت پٹھ تلنا آمد اعتراض دے الزام رد کرانز اسسوسیشنی ہیں نو ایکزیکچو کمی ٹیچھا اسسوسیشنی اندس کائمی کار اسمز بہتری ان نوابت بناونا آمد
D:\pro\koice\dataset\wavs\audio0000486.wav|انتناک زلہ سمجھ و شانگس کس چذبل علاقہ سمزھ حالی ترات پین سوید خاصت سبزموس چکلپور تمرن سڑک آرینڈ بی مکم طرف چوہن گھنٹن مزبحال کرنام
D:\pro\koice\dataset\wavs\audio0000487.wav|ڈی ڈی نیوزہ صدقات کران ون اسسٹنٹ انجینئر ارشاد آمن ترمبو انزے نقصانش خبر ویتھی وات نو محکمہ مشینری تعمل موقع سی پیٹ تکریک مشکل حالات و باوجود
D:\pro\koice\dataset\wavs\audio0000488.wav|جو سڑکی ہز بہلی ہز کا مکمل تیمہ ونزے سڑک وقت اس پر بہل سب دن سیت ووت گاڑی والے انسان مقامی لوگوں نارام لوگوں چھ محکمت فیلڈ عملی کے امی جذبی تریف کران دون شکریہ کرمود
D:\pro\koice\dataset\wavs\audio0000489.wav|ورمون زلچ نیو فرنس کالونی کہنچ سپورچ مقیمی آبادی شو ناکس بدرو نظام سپیٹ تشویش باوان منمود زن نال بند سب دن کینچو آب سڑکن پر سما
D:\pro\koice\dataset\wavs\audio0000490.wav|یمکنی ویٹ پاک وینن فیرنس تورنس مل مشکل ویترین پیوان چھے مقامی آبادی ہی نے ون نتل تموی معاملہ ورمیلکس ڈیپیٹی کمیشنر رسید تاہم وینستام چھنات معاملہ ساند بڑھے
D:\pro\koice\dataset\wavs\audio0000491.wav|دین آمد
D:\pro\koice\dataset\wavs\audio0000492.wav|ڈرین ڈیفیکٹو ہے ہم بار بار ان کے پاس گئے ہیں کہ یہ ڈرین ڈیفیکٹو ہے اس کو لیولنگ آپ سے صحیح طریقے سے کرو تاہے کہ ہمیں جس مقصد کے لیے
D:\pro\koice\dataset\wavs\audio0000493.wav|ڈرین بنائی گئی ہے وہ مقصد پورا ہو جائے اس کو روڈ کو بھی آپ دیکھتے ہیں کیا حالت ہو گئی روڈ کو یہاں گارڈو کو کیا حالت ہوتی ہے بیرونی کر کے پہلے تو ڈرین کو صحیح
D:\pro\koice\dataset\wavs\audio0000494.wav|کر لیجئے اس کے بعد یہ روڈ جائے اس میں میگلومائز کر لیجئے تو یہ پرابلم جو ہے یہ ونس فر آل ہمیں یہ ٹھیک ہو جائے
D:\pro\koice\dataset\wavs\audio0000495.wav|اس میں سے عام پتھن ابدور روزوکیم کان محکمی ڈیریکٹر ڈاکٹر مختار ہم دن ون ڈی ڈی نیوزز زان کری دیوان سے سادہ جولہی تام روز عام پتھن ابدور البتہ ہے کہ کوئی کوئی جائے وزملان گاگرہ انسان رود فیر پیات
D:\pro\koice\dataset\wavs\audio0000496.wav|پیٹرولیم چیزن تے ایل پی جی گیس سپلائی مومول مطابق پکا
D:\pro\koice\dataset\wavs\audio0000497.wav|نیوی دیلمان مغربی ایشیا کے ستاز سورتحالس متعلق بریفنگ دیوان ون پیٹرولیم وزارت مز جوائنٹ سیکٹری سجاتا شرمہن
D:\pro\koice\dataset\wavs\audio0000498.wav|زی ایل پی جی تقسیم کری ہون سلسل چھن سکیومن بلکہ چھ سری پیٹرول پامپ کام کران تا پیٹرول تا ڈیزل چھو مناسب مقدار اسم دستیاب تا ایمی چھنک کاندہ چھائی
D:\pro\koice\dataset\wavs\audio0000499.wav|تیمہون مزید گیس سیلنڈر تیش جان طریق بگ راونی جوان تا امیچ آن لائن بکنگ چھے شنہ مت فیصد
D:\pro\koice\dataset\wavs\audio0000500.wav|یہاں پرچھو انتظامیہاں ٹاکا رپورٹ ون موزی جمہو کشمیر اسمانچہاں لپی جی گیس اچھ گاہتے ویسے اور کے سرکر پریس بیان اسمانچہو گراکن ون آموزی
D:\pro\koice\dataset\wavs\audio0000501.wav|مہین کا پریشانی کہ گیس سیلنڈر منصف سٹاک چو دستیاب بیان اسمان چو یہ تیوان نامو جے گراک ہکن پنچو دو گچت نائی
D:\pro\koice\dataset\wavs\audio0000502.wav|گیس مچ کھاتر بکنگ کرنے ویڈ انتظامیان چھون مزے گراکن پیزنہ افواہن کان تھاون تیمن پیز صرف سرکاری زانکری پیٹھوی پاتھ تھاون
D:\pro\koice\dataset\wavs\audio0000503.wav|لیفٹرن گورنمونو اسنان طولاز ریل ہیڈ کمپلیگز جویمی جمہو کشمیر بینک کس ریجنل بزنس سنٹرز داس کمکورات موکس پر جمہو کشمیر بینک کس درست عمل مبارک
D:\pro\koice\dataset\wavs\audio0000504.wav|تو وہ لوگ جو بینک شو بنیئے دی دانچ تک کار بارس میں وہ جار دن چی حکمت عملی تاہد نیو نیو سینٹر بارس اس انا یہ ام آپریشنل تی انتظمی مرکز و رنگ کام کران چی
D:\pro\koice\dataset\wavs\audio0000505.wav|تمہاں ونزی کے سینٹر کا ہم سب دن سویتی عوامی خدمت آئی تنتھاونس من مزید بہتری بینکیک منیجنگ ڈیریکٹر تے سی ای او امیتوہ چٹر جین دیتے ہیں
D:\pro\koice\dataset\wavs\audio0000506.wav|ایل جی ایس جمع کشمیر بینک چی مالی کارکردگی متعلق تفصیلی زانکری تبونک زی بینک چو قریباً تریلش کرو رپین ہوند کاربار کرنے سے نزدیک بوت مون
D:\pro\koice\dataset\wavs\audio0000507.wav|وزیر اللہ عمر عبداللہ نے حساس جمعہ کے زبائل پائی میٹنگ میں جمعہ کشمیر تل اداخ ہائی کورٹ چند سرین اگر تو جمعہ باپت نوین ہائی کورٹ امر چند پر جیری تعمیر کامی اندس پیش ربطہ سام
D:\pro\koice\dataset\wavs\audio0000508.wav|تیمہ ونزے عدل چنہوں بنیادی دانچ مضبوط بناونا باپت شیئر امکان پروجیکٹ پر تیز تر عمل کانی ضرورت یوزنیم پروجیکٹ مقرر وقت سندر مکمل کانیت ہے
D:\pro\koice\dataset\wavs\audio0000509.wav|یہ میں باپت محکم جیتی تعلیمی ضروری چھو تیمہ دید مطلق ایجنسیان قائم مضبوط ان نکھیدائے وزیر اللہ اندیت رائے کا جائے جمع ونگی خطر
D:\pro\koice\dataset\wavs\audio0000510.wav|انتظامی منظوری دنیا نصف پر تزور یہ تیک نوینت وسیع جوڈیشل امارت تعمیر کرنے یہ ہے وزیراعلان سرینگر لور کوٹ امارت دوبارہ ترہ
D:\pro\koice\dataset\wavs\audio0000511.wav|کی دن کے منصوب استثام یہ میں کو مقصد کشیر مز عدالتی ڈانچے نوین بناون چک سیحت وزیر سکینہ یتوہی حصہ کو لگا ہم زلکن دماغ
D:\pro\koice\dataset\wavs\audio0000512.wav|ملہنزپور، منزگام، بیٹپور، لارکپور، دوئیمن علاقرمز، دوٹ پنسید، میوہ باغن، سبجمنٹس، نوکسانس سام، وزیرندیت مکم کے اہددارن
D:\pro\koice\dataset\wavs\audio0000513.wav|نقصان استقبیل لگاؤنک ہدایت یوزن متعصر باغ مولکن معاوض فرہم کرنی تھے
D:\pro\koice\dataset\wavs\audio0000514.wav|جو ڈسٹرک ڈیولومنٹ کمیشنر ہیں ان سے بات کی تھی میں نے کہا اور جو باقی ہارٹی کلچر کے آفیسر ڈریکٹر صاحب ہیں ان کو بھی میں نے کہا یہ جو ایریاز ہے چاہے شپیان کا ایریہ ہو
D:\pro\koice\dataset\wavs\audio0000515.wav|کلگام کا ایریا ہو یا ڈی ایج پورا کا ایریا ہو وہاں پہ جائیں آن سپارٹ وزٹ کریں اور جس طرح سے نقصان ہوا ہے اسی طرح سے اسیسمنٹ بیجیں تاکہ
D:\pro\koice\dataset\wavs\audio0000516.wav|ان کو کچھ اس میں مدد مل سکے
D:\pro\koice\dataset\wavs\audio0000517.wav|موسیقی
D:\pro\koice\dataset\wavs\audio0000518.wav|اگنو کی اس کنتج میں اس کنوکیشن تقریب پر بولا ون نائب صدر جمہوریان زی اس کوشش ایک ملک زسا ستجہ ستامہ کھوک سے دبارہ دباناؤنا سپند
D:\pro\koice\dataset\wavs\audio0000519.wav|تیمہ ونجی اگنون چی تعلیم دینا سیدھ سیدھ ہنر مندی اندیس منظر نام اس منز بدلاو انیت ملکو گناہو نیشنو ملکو
D:\pro\koice\dataset\wavs\audio0000520.wav|جیمہاں وہاں جی ایک نوچہ ڈسٹرنس ایڈکیشنوں کا مضبوط پائیدار تھام یم تعلیم گر گر واطنہ ہو خبرنہوں سلسل چجہری گوڑ چپیش تجارتی وقف
D:\pro\koice\dataset\wavs\audio0000521.wav|دل سے نکل آئے رشتہ وہی بھی جوڑ جو دل سے جوڑا جائے دل سے ہی تو ہوتے ہیں ارادے چٹان سے دل سے ہی تو بنتے ہیں
D:\pro\koice\dataset\wavs\audio0000522.wav|خالی مکان سے اس لئے خائبر سیمنٹ کا سرہ سرہ دل سے بنا ہے خائبر سیمنٹ دل سے بناو
D:\pro\koice\dataset\wavs\audio0000523.wav|سیپ کی کم پیداوار جناب فکر کے نہیں بات کیونکہ آ گیا ہے کری کیل میکس نوجروری مایکرو نیٹریئن سے بھرپور
D:\pro\koice\dataset\wavs\audio0000524.wav|دے مکمل گزہ اب سیب ہوں گے مجبور رسیلے ایک سار اور پائیں اٹھارہ سے بیس پرتیشت جادہ پیداوار
D:\pro\koice\dataset\wavs\audio0000525.wav|گیل میکس ایک گریٹ کوالٹی بہتر شیلپ لائف اور یقینی منافع
D:\pro\koice\dataset\wavs\audio0000526.wav|بڑے چکچاو ساند یہ تقریب آئے گورنمنٹ ڈینٹل کالیج شرین باغ شرین اگری کے سا اوڈیٹوریم اس وقت منقض کرنا آتھ موکس پٹرز کمیشنر سیکریٹری سورب بگت
D:\pro\koice\dataset\wavs\audio0000527.wav|تزری ینورسٹی ہنڈ وائس چانسلر پروپسر نظیر احمد غنائی خاص پچھن میں شامل آہ دورانائی ویڈیوز آس پنچ چچ دا ساس
D:\pro\koice\dataset\wavs\audio0000528.wav|نام شرط کنمہ ڈگری سیٹیفیکیٹ باگرام نے یمامہ ستریہت سوئی توجہو طلب علمو زیادی طور ڈگری حاصل کریں آتھ موکس پڑھائے ڈسٹنس ایڈیوکیشن
D:\pro\koice\dataset\wavs\audio0000529.wav|تو آن لائن تعلیم ہے اس اہمیت و اطلاع میں تو میری تعلیم تام رسائی دن خطر آئی اگنو کس رولز تعلیم کرنے اگنو سری نگرک ریجنل ڈریکٹر اے اچ رزوین دی
